id,house_area,house_age,bedroom,garden_area,sale_price,parking,furnished
641,12677,3,1,7948,197,Yes,Yes
642,7050,3,3,1101,196,Yes,Yes
643,13860,5,4,1663,195,Yes,Yes
644,10793,11,4,2299,169,Yes,Yes
645,9187,1,2,2556,214,Yes,Yes
646,10530,11,3,1684,159,Yes,Yes
647,7200,16,3,1022,195,Yes,Yes
648,10452,15,3,1767,225,Yes,Yes
649,7700,12,4,679,198,Yes,Yes
650,1936,11,1,927,103,No,Yes
651,8125,2,3,2297,162,Yes,Yes
652,9084,16,4,1124,189,Yes,Yes
653,8750,5,2,2426,181,Yes,Yes
654,10320,5,3,2924,158,Yes,Yes
655,10437,5,2,2918,169,Yes,Yes
656,1680,11,3,0,94,Yes,Yes
657,10007,2,3,3028,223,Yes,Yes
658,7200,4,3,891,176,Yes,Yes
659,17503,16,3,3442,224,Yes,Yes
660,9937,4,3,1716,236,Yes,Yes
661,12384,10,3,3631,188,Yes,Yes
662,46589,2,4,11161,452,Yes,Yes
663,13560,12,2,6150,269,Yes,Yes
664,10012,11,3,2965,217,Yes,Yes
665,20896,2,1,13603,282,Yes,Yes
666,11194,4,3,2080,222,Yes,Yes
667,18450,9,3,5555,210,Yes,Yes
668,8125,4,3,1402,173,Yes,Yes
669,14175,7,3,4176,220,Yes,Yes
670,11600,16,2,3373,164,Yes,Yes
671,8633,2,3,2364,193,Yes,Yes
672,6629,16,3,1680,139,Yes,Yes
673,11250,9,3,3159,222,Yes,Yes
674,14442,3,3,4270,197,Yes,Yes
675,9200,12,3,1679,202,Yes,Yes
676,2289,9,3,294,111,Yes,Yes
677,9600,16,4,2002,171,Yes,Yes
678,9022,2,2,3905,176,Yes,Yes
679,11844,2,3,3223,212,Yes,Yes
680,9945,13,3,2634,226,Yes,Yes
681,8012,9,2,3329,198,Yes,Yes
682,4500,4,3,666,124,Yes,Yes
683,2887,4,2,889,133,Yes,Yes
684,11248,3,3,3100,223,Yes,Yes
685,16770,4,4,3631,216,Yes,Yes
686,5062,8,3,1340,181,Yes,Yes
687,10207,2,3,1763,187,Yes,Yes
688,5105,3,2,1319,131,Yes,Yes
689,8089,2,2,3368,187,Yes,Yes
690,7577,2,2,3100,185,Yes,Yes
691,4426,3,1,2465,160,Yes,Yes
692,21535,5,4,2926,304,Yes,Yes
693,26178,6,4,6152,356,Yes,Yes
694,5400,12,2,1259,169,Yes,Yes
695,6120,16,3,1396,191,Yes,Yes
696,13811,7,2,6379,223,Yes,Yes
697,6000,16,2,2365,162,Yes,Yes
698,6420,16,2,1432,133,Yes,Yes
699,8450,1,3,1342,173,Yes,Yes
700,4282,3,2,739,128,Yes,Yes
701,14331,3,3,4271,203,Yes,Yes
702,9600,11,3,2596,187,Yes,Yes
703,12438,2,4,1442,230,Yes,Yes
704,7630,5,4,1567,151,Yes,Yes
705,8400,2,3,1164,176,Yes,Yes
706,5600,16,3,1201,126,No,Yes
707,115149,3,2,37882,698,Yes,Yes
708,6240,2,2,2659,179,Yes,Yes
709,9018,2,3,1442,189,Yes,Yes
710,7162,12,3,1828,140,Yes,Yes
711,4130,3,2,1440,160,No,Yes
712,8712,16,2,3832,165,Yes,Yes
713,4671,6,2,2013,148,Yes,Yes
714,9873,11,3,2943,193,Yes,Yes
715,13517,2,3,2431,224,Yes,Yes
716,10140,10,3,1700,214,Yes,Yes
717,10800,4,3,3235,248,Yes,Yes
718,10000,4,3,1913,157,Yes,Yes
719,10542,5,3,2051,167,Yes,Yes
720,9920,11,3,1767,186,Yes,Yes
721,6563,7,2,1814,145,Yes,Yes
722,4426,3,1,3819,152,Yes,Yes
723,8120,11,3,2071,162,Yes,Yes
724,8172,11,4,1388,217,Yes,Yes
725,13286,2,3,4016,202,Yes,Yes
726,6960,11,3,1738,129,Yes,Yes
727,21695,2,3,4366,226,Yes,Yes
728,7314,2,2,3110,212,Yes,Yes
729,11475,14,4,1617,225,Yes,Yes
730,6240,16,2,2681,192,Yes,Yes
731,5389,5,2,2221,123,Yes,Yes
732,9590,3,3,1617,209,Yes,Yes
733,11404,4,3,1954,183,Yes,Yes
734,10000,8,3,2765,163,Yes,Yes
735,8978,12,3,2361,203,Yes,Yes
736,10800,11,2,4911,170,Yes,Yes
737,8544,16,2,3648,199,Yes,Yes
738,10463,2,3,1706,170,Yes,Yes
739,10800,7,3,1602,198,No,Yes
740,9313,3,3,2768,222,Yes,Yes
741,9600,3,2,4114,151,Yes,Yes
742,6768,5,3,1100,176,Yes,Yes
743,8450,3,3,2515,195,Yes,Yes
744,12886,4,3,2351,195,Yes,Yes
745,5395,5,2,2204,152,Yes,Yes
746,8963,5,4,1044,222,Yes,Yes
747,8795,4,4,1811,172,Yes,Yes
748,11700,3,4,2235,186,Yes,Yes
749,10593,5,3,1631,162,Yes,Yes
750,8405,16,4,877,223,Yes,Yes
751,8800,3,3,2464,179,No,Yes
752,7750,3,3,2236,155,Yes,Yes
753,9236,4,3,2415,162,Yes,Yes
754,10240,2,3,1653,174,Yes,Yes
755,7930,2,3,1463,136,Yes,Yes
756,3230,4,3,275,112,Yes,Yes
757,10769,2,3,3044,172,Yes,Yes
758,11616,9,3,3405,186,Yes,Yes
759,2280,4,3,0,94,Yes,Yes
760,12257,5,4,1450,196,Yes,Yes
761,9100,14,2,3808,158,Yes,Yes
762,6911,16,2,3047,169,Yes,Yes
763,8640,1,3,2377,209,Yes,Yes
764,9430,4,3,2490,216,Yes,Yes
765,9549,5,2,2407,185,Yes,Yes
766,14587,2,2,4178,183,Yes,Yes
767,10421,7,3,2047,219,Yes,Yes
768,12508,7,4,1427,262,Yes,Yes
769,9100,2,3,2479,159,Yes,Yes
770,53504,3,4,8399,436,Yes,Yes
771,7252,8,2,2093,156,Yes,Yes
772,8877,16,2,2310,225,Yes,Yes
773,7819,10,3,2096,182,Yes,Yes
774,10150,14,2,4454,215,Yes,Yes
775,14226,2,3,2597,195,Yes,Yes
776,4500,4,2,1149,131,Yes,Yes
777,11210,2,3,3042,209,Yes,Yes
778,13350,10,3,2376,262,Yes,Yes
779,8400,9,4,888,194,Yes,Yes
780,10530,9,2,4783,245,Yes,Yes
781,7875,5,3,2257,146,Yes,Yes
782,7153,6,3,1723,173,Yes,Yes
783,16285,3,3,3270,203,Yes,Yes
784,9101,9,1,5689,162,Yes,Yes
785,6300,3,3,727,173,No,Yes
786,9790,12,3,1897,190,Yes,Yes
787,10800,16,4,1230,220,Yes,Yes
788,10142,3,4,1406,162,Yes,Yes
789,6000,4,2,2510,155,Yes,Yes
790,12205,2,5,1891,221,Yes,Yes
791,3182,2,2,1038,132,Yes,Yes
792,11333,10,3,3372,187,Yes,Yes
793,9920,4,3,1711,239,Yes,Yes
794,9158,2,3,2468,155,Yes,Yes
795,10832,5,3,2979,184,Yes,Yes
796,8400,8,3,1505,167,Yes,Yes
797,8197,9,3,2363,161,Yes,Yes
798,7677,15,2,3410,211,Yes,Yes
799,13518,1,4,1900,214,Yes,Yes
800,7200,16,3,1035,158,Yes,Yes
801,12798,4,4,1447,213,Yes,Yes
802,4800,6,2,1217,129,Yes,Yes
803,8199,2,3,1343,212,Yes,Yes
804,13891,1,4,2918,263,Yes,Yes
805,9000,15,2,2553,152,Yes,Yes
806,12274,2,3,3669,250,Yes,Yes
807,9750,12,3,1827,171,Yes,Yes
808,21384,3,3,6684,284,Yes,Yes
809,13400,12,3,3848,183,Yes,Yes
810,8100,12,2,2319,194,Yes,Yes
811,10140,4,3,2926,206,Yes,Yes
812,4438,3,1,3909,140,Yes,Yes
813,8712,16,2,3890,191,Yes,No
814,9750,14,4,2182,153,Yes,Yes
815,8248,16,3,1389,201,Yes,Yes
816,12137,4,3,3389,210,Yes,Yes
817,11425,15,2,5353,216,Yes,Yes
818,13265,3,3,3808,191,Yes,Yes
819,8816,11,3,2491,145,Yes,Yes
820,6371,1,2,1839,139,Yes,Yes
821,7226,3,3,1207,179,Yes,Yes
822,6000,15,2,1615,169,Yes,Yes
823,12394,3,3,2395,190,Yes,Yes
824,9900,16,3,1609,194,Yes,Yes
825,11216,2,3,1926,170,Yes,Yes
826,14803,2,2,6713,206,Yes,Yes
827,6130,16,2,2398,175,No,Yes
828,8529,3,3,1465,197,Yes,Yes
829,28698,12,3,9121,362,Yes,Yes
830,2544,2,2,451,100,Yes,Yes
831,11900,14,3,3292,212,Yes,Yes
832,3180,2,2,912,126,Yes,Yes
833,9548,3,3,2681,218,Yes,Yes
834,10004,13,3,1763,221,Yes,Yes
835,7875,13,3,2338,150,Yes,Yes
836,9600,5,2,4341,153,Yes,Yes
837,8100,10,2,2174,191,Yes,Yes
838,1680,10,2,0,119,Yes,Yes
839,9525,2,3,2631,188,Yes,Yes
840,11767,5,3,3457,167,Yes,Yes
841,12155,16,4,2519,219,Yes,Yes
842,10440,3,3,1871,240,Yes,Yes
843,9020,12,3,2693,204,Yes,Yes
844,8000,13,6,898,183,No,Yes
845,12665,16,4,1394,266,Yes,Yes
846,16647,8,3,3414,214,Yes,Yes
847,9317,5,3,1583,188,Yes,Yes
848,15523,11,3,4640,193,Yes,Yes
849,45600,4,5,8561,462,Yes,Yes
850,9600,5,3,1708,213,Yes,Yes
851,4435,3,1,2234,129,Yes,Yes
852,3196,3,2,1297,106,Yes,Yes
853,7128,16,4,1197,169,Yes,Yes
854,12095,13,3,3669,255,Yes,Yes
855,17920,10,3,3557,224,Yes,Yes
856,6897,1,3,1031,156,Yes,Yes
857,10970,9,3,2034,208,Yes,Yes
858,8125,5,3,1220,211,Yes,Yes
859,10400,10,3,1769,237,Yes,Yes
860,11029,8,4,1610,186,Yes,Yes
861,7642,4,3,2093,143,Yes,Yes
862,11625,12,3,2030,182,Yes,Yes
863,9672,7,3,1725,151,Yes,Yes
864,7931,14,3,1199,190,Yes,Yes
865,8640,2,3,2354,143,Yes,Yes
866,8750,11,3,2327,153,Yes,Yes
867,10656,2,3,2934,220,Yes,Yes
868,6970,13,3,1119,196,Yes,Yes
869,14762,16,2,4547,283,Yes,Yes
870,9938,5,3,2901,205,Yes,Yes
871,6600,13,2,1551,167,Yes,Yes
872,8750,4,3,1315,189,Yes,Yes
873,8892,5,3,1506,217,Yes,Yes
874,12144,16,3,3696,203,Yes,Yes
875,5720,16,3,924,173,Yes,Yes
876,9000,2,4,1002,210,Yes,Yes
877,25286,13,3,5003,359,Yes,Yes
878,8834,2,4,970,146,Yes,Yes
879,11782,5,3,2096,192,Yes,Yes
880,7000,2,3,1990,183,Yes,Yes
881,7024,2,2,2985,193,Yes,Yes
882,13758,6,3,2615,206,Yes,Yes
883,9636,5,3,1745,195,Yes,Yes
884,6204,16,5,355,195,Yes,Yes
885,7150,12,3,1967,183,Yes,Yes
886,5119,4,2,1872,127,Yes,Yes
887,8393,2,4,1526,205,Yes,Yes
888,16466,15,3,4784,196,Yes,Yes
889,15865,11,4,2113,236,Yes,Yes
890,12160,15,2,5761,170,Yes,Yes
891,8064,2,3,1129,205,Yes,Yes
892,11184,9,3,3452,180,Yes,Yes
893,8414,3,3,2308,181,Yes,Yes
894,13284,15,3,2597,265,Yes,Yes
895,7018,9,4,824,137,Yes,Yes
896,7056,13,4,649,206,Yes,Yes
897,8765,16,2,3677,166,Yes,Yes
898,7018,9,6,148,159,Yes,Yes
899,12919,1,2,5975,193,Yes,Yes
900,6993,5,3,1792,185,Yes,Yes
901,7340,11,2,3082,211,Yes,Yes
902,8712,4,2,2266,165,Yes,Yes
903,7875,3,3,1243,190,Yes,Yes
904,14859,2,3,4282,240,Yes,Yes
905,6173,12,3,1695,184,Yes,Yes
906,9920,15,3,2857,175,Yes,Yes
907,13501,2,3,2718,227,Yes,Yes
908,11500,7,3,3311,167,Yes,Yes
909,8885,8,2,2721,174,Yes,Yes
910,12589,2,3,2323,223,Yes,Yes
911,11600,14,5,1846,225,Yes,Yes
912,9286,6,3,2435,165,Yes,Yes
913,6120,16,3,1448,148,Yes,Yes
914,6270,16,4,1183,125,Yes,Yes
915,3000,1,2,436,119,Yes,Yes
916,2001,11,3,220,105,Yes,Yes
917,9000,16,1,5463,174,Yes,Yes
918,17140,15,3,4985,272,Yes,Yes
919,13125,6,4,2789,232,Yes,Yes
920,11029,3,3,3262,196,Yes,Yes
921,8462,5,3,2323,209,Yes,Yes
922,8777,3,4,781,177,No,Yes
923,10237,2,3,1783,186,Yes,Yes
924,8012,5,2,3555,155,Yes,Yes
925,10240,9,3,2945,177,Yes,Yes
926,15611,9,3,4653,285,Yes,Yes
927,11999,3,4,1597,187,Yes,Yes
928,9900,12,4,2144,167,Yes,Yes
929,11838,3,3,2034,251,Yes,Yes
930,13006,4,4,2653,234,Yes,Yes
931,8925,2,3,2706,191,Yes,Yes
932,9100,12,2,3827,170,Yes,Yes
933,11670,2,3,2107,230,Yes,Yes
934,8487,3,3,1351,190,Yes,Yes
935,27650,2,4,6482,355,Yes,Yes
936,5825,15,1,5510,188,Yes,Yes
937,10083,3,2,2716,156,Yes,Yes
938,9675,2,3,2692,221,Yes,Yes
939,8760,2,3,2552,178,Yes,Yes
940,24090,16,4,5477,282,Yes,Yes
941,12640,10,4,1578,194,Yes,Yes
942,8755,4,3,2558,149,Yes,Yes
943,7711,9,4,662,192,No,Yes
944,25000,12,4,5692,293,Yes,Yes
945,14375,14,3,4451,207,Yes,Yes
946,8820,5,2,4001,146,Yes,Yes
947,8163,14,3,2276,178,Yes,Yes
948,14536,3,3,4294,256,Yes,Yes
949,14006,3,3,4256,180,Yes,Yes
950,9360,2,3,1695,168,Yes,Yes
951,7200,3,3,1065,177,Yes,Yes
952,7800,12,3,1144,140,Yes,Yes
953,7200,3,2,2078,167,Yes,Yes
954,11075,11,4,1499,211,Yes,Yes
955,9400,10,4,1122,158,No,Yes
956,7136,16,4,610,189,Yes,Yes
957,1300,9,2,242,83,Yes,Yes
958,7420,13,3,1950,201,Yes,Yes
959,8450,3,3,1413,175,Yes,Yes
960,2572,4,3,359,123,Yes,Yes
961,7207,2,2,3237,207,No,Yes
962,12227,5,4,2480,241,Yes,Yes
963,2308,10,3,0,123,Yes,Yes
964,11923,2,2,5650,166,Yes,Yes
965,11316,3,4,1268,231,Yes,Yes
966,10237,2,3,2776,165,Yes,Yes
967,9600,16,2,4198,179,Yes,Yes
968,7390,15,3,921,181,Yes,Yes
969,5925,16,2,2621,184,No,Yes
970,10382,14,2,2995,204,Yes,Yes
971,10800,16,4,2212,193,No,Yes
972,2268,3,2,212,107,Yes,Yes
973,7892,9,2,2164,170,Yes,Yes
974,11639,2,3,2084,237,Yes,Yes
975,11414,5,3,3552,176,Yes,Yes
976,2651,4,3,0,139,Yes,Yes
977,5900,14,2,2412,131,No,Yes
978,4274,2,1,3671,124,Yes,Yes
979,9450,15,3,1580,150,Yes,Yes
980,8816,13,3,2335,209,Yes,Yes
981,12122,2,3,3430,231,Yes,Yes
982,12203,4,4,2653,240,Yes,Yes
983,3182,2,2,1326,100,Yes,Yes
984,11250,3,4,1632,174,Yes,Yes
985,10125,9,4,1945,214,Yes,Yes
986,10880,16,3,1778,186,Yes,Yes
987,5310,3,2,1481,122,Yes,Yes
988,10159,1,3,2943,208,Yes,Yes
989,12046,10,4,1627,239,Yes,Yes
990,8125,2,3,2248,186,Yes,Yes
991,9452,4,3,1660,155,Yes,Yes
992,17671,7,4,3675,281,Yes,Yes
993,9760,5,3,2708,226,Yes,Yes
994,8846,2,3,2550,215,Yes,Yes
995,12456,2,3,3414,213,Yes,Yes
996,4712,16,3,1053,137,Yes,Yes
997,10659,13,3,1863,207,Yes,Yes
998,11717,11,2,5437,221,Yes,Yes
999,9786,16,3,1653,188,Yes,Yes
1000,6762,2,2,1871,176,Yes,Yes
1001,10206,16,2,2967,190,Yes,Yes
1002,5400,16,2,1469,156,Yes,Yes
1003,11957,2,3,2054,238,Yes,Yes
1004,11500,10,4,1442,215,Yes,Yes
1005,3182,2,1,2400,109,Yes,Yes
1006,8385,9,3,2040,218,Yes,Yes
1007,12155,11,3,3515,217,Yes,Yes
1008,2217,11,3,265,117,Yes,Yes
1009,12118,2,3,3538,179,Yes,Yes
1010,6000,16,4,661,130,No,Yes
1011,21286,16,4,2872,278,Yes,Yes
1012,9825,12,4,1254,171,No,Yes
1013,10592,5,3,2846,228,Yes,Yes
1014,7200,2,2,1691,174,Yes,Yes
1015,11664,16,2,3414,202,Yes,Yes
1016,8400,3,3,1225,145,Yes,Yes
1017,11883,5,3,2125,225,Yes,Yes
1018,5814,8,1,5247,143,Yes,Yes
1019,10784,6,3,1715,197,Yes,Yes
1020,3013,2,2,935,118,Yes,Yes
1021,7024,2,2,2874,207,Yes,Yes
1022,7406,2,2,3200,185,Yes,Yes
1023,9439,16,2,2664,234,Yes,Yes
1024,3182,2,2,1014,111,Yes,Yes
1025,15498,10,2,7304,283,Yes,Yes
1026,7700,11,3,1198,163,Yes,Yes
1027,9300,14,3,2362,199,Yes,Yes
1028,9520,2,3,2411,231,Yes,Yes
1029,9492,16,3,2444,159,Yes,Yes
1030,1680,11,3,0,71,Yes,Yes
1031,7082,5,5,630,207,No,Yes
1032,15863,11,5,1885,208,Yes,Yes
1033,14541,5,5,2205,194,Yes,Yes
1034,8125,3,3,2302,199,Yes,Yes
1035,6305,16,2,2512,142,Yes,Yes
1036,11500,14,3,2015,248,Yes,Yes
1037,12898,2,2,4048,194,Yes,Yes
1038,9240,3,3,1606,210,Yes,Yes
1039,1533,2,3,30,97,No,Yes
1040,1477,11,1,682,65,Yes,Yes
1041,13125,4,3,3770,200,Yes,Yes
1042,9130,4,4,1665,227,Yes,Yes
1043,5381,2,1,3010,142,Yes,Yes
1044,11839,6,4,1435,224,Yes,Yes
1045,9600,8,4,1117,207,Yes,Yes
1046,13680,15,4,3115,262,Yes,Yes
1047,16056,2,4,2126,203,Yes,Yes
1048,9245,5,3,1549,231,Yes,Yes
1049,21750,2,3,6613,239,Yes,Yes
1050,11100,2,2,5155,219,Yes,Yes
1051,8993,2,3,1261,170,Yes,Yes
1052,11175,2,3,1767,177,Yes,Yes
1053,9500,9,4,1883,213,Yes,Yes
1054,8562,3,4,1676,143,Yes,Yes
1055,11367,3,3,2051,206,Yes,Yes
1056,11361,10,3,3276,206,Yes,Yes
1057,7052,2,2,3134,134,Yes,Yes
1058,29959,5,3,9377,363,Yes,Yes
1059,11308,2,3,3250,172,Yes,Yes
1060,11275,16,3,3092,205,Yes,Yes
1061,4920,3,2,1366,146,Yes,Yes
1062,18000,16,2,8354,281,Yes,No
1063,13600,16,5,2070,177,Yes,Yes
1064,6000,9,2,1468,186,Yes,Yes
1065,11000,12,3,1996,246,Yes,Yes
1066,14000,4,3,4215,239,Yes,Yes
1067,7837,5,3,1044,217,Yes,Yes
1068,9760,13,4,1818,184,Yes,Yes
1069,3964,10,5,205,148,Yes,Yes
1070,9600,3,2,2644,155,Yes,Yes
1071,10152,15,3,3002,205,Yes,Yes
1072,11700,12,4,1531,166,Yes,Yes
1073,7585,16,4,1023,198,Yes,Yes
1074,7950,9,3,1313,200,Yes,Yes
1075,8556,2,2,2220,217,Yes,Yes
1076,13125,8,3,3744,248,Yes,Yes
1077,10800,6,3,2020,217,Yes,Yes
1078,15870,11,3,3148,232,Yes,Yes
1079,4435,3,1,4122,109,Yes,Yes
1080,8775,5,3,1346,151,Yes,Yes
1081,11040,3,3,3107,174,Yes,Yes
1082,7500,13,3,1891,166,Yes,Yes
1083,8749,3,3,1690,201,Yes,Yes
1084,8800,13,3,2560,163,Yes,Yes
1085,13031,5,3,2499,201,Yes,Yes
1086,9069,6,2,4161,178,Yes,Yes
1087,1974,10,3,128,91,Yes,Yes
1088,10574,2,3,2988,242,Yes,Yes
1089,2522,3,3,75,104,Yes,Yes
1090,3316,2,1,1511,94,Yes,Yes
1091,8544,16,2,2521,142,Yes,Yes
1092,2160,4,2,54,127,Yes,Yes
1093,8400,16,4,1602,215,Yes,Yes
1094,9230,4,1,5655,226,Yes,Yes
1095,5868,4,2,2297,148,Yes,Yes
1096,9317,2,3,1441,204,Yes,Yes
1097,6882,2,3,1249,197,No,Yes
1098,3696,7,2,820,146,Yes,Yes
1099,6000,16,3,654,160,Yes,Yes
1100,11880,9,3,1978,216,Yes,Yes
1101,8400,16,1,5063,189,Yes,Yes
1102,9758,11,3,2892,179,Yes,Yes
1103,7000,3,2,1966,158,Yes,Yes
1104,8910,14,3,1618,147,Yes,Yes
1105,2016,11,3,0,98,Yes,Yes
1106,12256,5,3,2303,203,Yes,Yes
1107,10357,6,3,2797,208,Yes,Yes
1108,23257,2,3,7114,336,Yes,Yes
1109,8063,4,3,2094,159,Yes,Yes
1110,11362,2,3,2060,230,Yes,Yes
1111,8000,5,3,1934,145,Yes,Yes
1112,10480,10,4,1927,238,Yes,Yes
1113,7100,14,2,3204,193,Yes,Yes
1114,8923,2,2,3750,218,Yes,Yes
1115,5400,4,2,2175,169,Yes,Yes
1116,12085,2,3,3545,192,Yes,Yes
1117,7750,3,3,1323,136,Yes,Yes
1118,9764,3,3,2658,178,Yes,Yes
1119,13825,7,3,2686,268,Yes,Yes
1120,7560,14,3,2022,162,Yes,Yes
1121,8263,16,2,2384,139,Yes,Yes
1122,10084,2,3,1767,214,Yes,Yes
1123,8926,15,3,2441,209,Yes,Yes
1124,9405,2,2,2602,196,No,Yes
1125,9125,6,3,1593,189,Yes,Yes
1126,10434,15,2,4712,165,Yes,Yes
1127,3684,2,2,747,151,Yes,Yes
1128,14572,3,3,4571,242,Yes,Yes
1129,11796,2,4,1510,214,Yes,Yes
1130,7200,9,2,2873,186,Yes,Yes
1131,7804,16,4,729,191,Yes,Yes
1132,10712,6,3,3168,190,No,Yes
1133,9900,16,5,654,227,Yes,Yes
1134,9828,5,3,1467,175,Yes,Yes
1135,8773,4,3,1277,173,Yes,Yes
1136,6180,16,2,1567,122,Yes,Yes
1137,9600,16,3,2562,207,Yes,Yes
1138,6342,5,2,2710,129,No,Yes
1139,9819,9,2,2816,171,Yes,Yes
1140,8731,16,3,1360,223,Yes,Yes
1141,7350,16,2,3140,186,Yes,Yes
1142,10304,10,4,2054,164,Yes,Yes
1143,9965,2,4,1916,203,Yes,Yes
1144,9000,14,3,1495,192,No,Yes
1145,12180,16,2,3490,213,Yes,Yes
1146,6240,16,3,889,151,Yes,Yes
1147,11200,7,3,3206,184,Yes,Yes
1148,12000,16,3,3566,235,Yes,Yes
1149,5700,16,2,1494,121,Yes,Yes
1150,9000,7,3,1727,200,Yes,Yes
1151,8280,16,2,3570,194,Yes,Yes
1152,17755,14,3,3346,302,Yes,Yes
1153,14115,3,2,6288,181,Yes,Yes
1154,5890,2,2,1288,185,Yes,Yes
1155,13700,7,4,1868,260,Yes,Yes
1156,10768,3,3,1718,159,Yes,Yes
1157,9350,4,3,1729,170,Yes,Yes
1158,5001,2,2,1363,144,Yes,Yes
1159,11932,2,3,3566,226,Yes,Yes
1160,9120,10,4,1110,231,Yes,Yes
1161,2280,9,3,53,122,Yes,Yes
1162,14778,2,3,4641,233,Yes,Yes
1163,8724,12,3,1292,211,Yes,Yes
1164,12900,11,0,0,209,Yes,Yes
1165,16157,9,2,4945,204,Yes,Yes
1166,9541,1,3,1835,153,Yes,Yes
1167,10475,2,3,3015,170,Yes,Yes
1168,10852,4,3,2935,159,Yes,Yes
1169,13728,7,4,1877,202,Yes,Yes
1170,35760,5,4,8419,341,Yes,Yes
1171,9880,9,3,1501,155,Yes,Yes
1172,9120,14,3,2537,188,Yes,Yes
1173,4017,2,2,1610,160,Yes,Yes
1174,18030,5,3,5626,266,No,Yes
1175,16560,16,4,2471,193,Yes,Yes
1176,10678,4,4,2092,199,Yes,Yes
1177,6951,7,3,1750,140,Yes,Yes
1178,3950,3,3,869,144,Yes,Yes
1179,7681,16,3,1422,181,Yes,Yes
1180,8335,15,3,1123,143,No,Yes
1181,11170,6,4,1310,226,Yes,Yes
1182,5587,2,2,1514,150,Yes,Yes
1183,15623,5,4,3266,269,Yes,Yes
1184,10800,16,2,3268,175,Yes,Yes
1185,35133,13,3,11317,290,Yes,No
1186,9738,16,4,964,161,Yes,Yes
1187,10615,11,3,1820,245,Yes,Yes
1188,12461,5,2,3529,239,Yes,Yes
1189,8935,3,3,2368,203,Yes,Yes
1190,7500,4,3,1316,203,Yes,Yes
1191,32463,10,3,6895,273,Yes,Yes
1192,2645,4,2,136,113,Yes,Yes
1193,9600,5,3,1689,194,Yes,Yes
1194,4500,4,2,1763,163,Yes,Yes
1195,9364,11,4,1974,168,Yes,Yes
1196,8029,2,3,2247,163,Yes,Yes
1197,14054,2,4,1842,224,Yes,Yes
1198,8850,16,3,1453,173,Yes,Yes
1199,9100,3,3,1437,154,Yes,Yes
1200,11235,9,3,3108,230,Yes,Yes
1201,9353,11,3,1640,200,Yes,Yes
1202,10400,4,3,1907,220,Yes,Yes
1203,6000,4,3,870,158,Yes,Yes
1204,9750,3,3,2926,231,Yes,Yes
1205,10140,10,3,1761,217,Yes,Yes
1206,14684,6,3,4451,242,Yes,Yes
1207,8900,12,2,4044,186,Yes,Yes
1208,9135,3,3,2529,174,Yes,Yes
1209,7763,9,3,1266,191,Yes,Yes
1210,10182,2,3,1987,220,Yes,Yes
1211,11218,6,3,2064,189,Yes,Yes
1212,12134,2,4,1619,244,Yes,Yes
1213,9340,16,2,4289,164,Yes,Yes
1214,10246,3,0,0,205,Yes,Yes
1215,10205,13,3,1784,207,Yes,Yes
1216,7094,12,3,2022,196,Yes,Yes
1217,8930,9,4,960,149,Yes,Yes
1218,8640,1,3,1320,187,Yes,Yes
1219,6240,16,2,1544,198,No,Yes
1220,1680,11,3,31,100,No,Yes
1221,7800,13,2,1994,148,Yes,Yes
1222,8250,12,3,2009,193,Yes,Yes
1223,10496,16,3,1921,192,Yes,Yes
1224,10680,16,4,1275,208,Yes,Yes
1225,15384,2,3,2730,270,Yes,Yes
1226,10482,14,3,2928,162,Yes,Yes
1227,14598,2,4,2963,248,Yes,Yes
1228,8872,2,2,2644,173,Yes,Yes
1229,8769,2,1,5162,161,Yes,Yes
1230,7910,14,4,1329,180,Yes,Yes
1231,18890,9,4,2470,293,Yes,Yes
1232,7728,13,3,1019,185,Yes,Yes
1233,9842,13,2,2705,216,Yes,Yes
1234,12160,14,3,2419,186,Yes,Yes
1235,8525,16,4,1031,199,No,Yes
1236,13132,16,4,1591,245,Yes,Yes
1237,2628,3,2,362,126,Yes,Yes
1238,12393,2,4,1473,170,Yes,Yes
1239,13072,2,3,3933,176,Yes,Yes
1240,9037,2,2,2369,178,Yes,Yes
1241,8158,3,3,2225,159,Yes,Yes
1242,9849,2,3,2563,230,Yes,Yes
1243,10625,10,3,2986,191,Yes,Yes
1244,13891,2,2,6423,218,Yes,Yes
1245,11435,16,3,3331,172,Yes,Yes
1246,12090,3,3,2306,219,Yes,Yes
1247,8125,2,3,1215,140,Yes,Yes
1248,12328,10,3,3337,190,Yes,Yes
1249,9600,16,3,1583,213,Yes,Yes
1250,7200,16,3,1040,158,Yes,Yes
1251,11160,12,3,3081,221,Yes,Yes
1252,3136,3,2,1124,142,Yes,Yes
1253,9858,12,3,2625,184,Yes,Yes
1254,17542,3,3,3170,292,Yes,Yes
1255,6931,3,3,998,191,Yes,Yes
1256,6240,16,3,1547,187,Yes,Yes
1257,14303,5,2,4390,201,Yes,Yes
1258,4060,16,2,1629,148,No,Yes
1259,9587,2,2,2764,184,Yes,Yes
1260,9750,11,3,2767,171,Yes,Yes
1261,24682,4,3,7890,295,Yes,Yes
1262,9600,15,2,2786,202,Yes,Yes
1263,11250,6,5,1147,220,Yes,Yes
1264,13515,16,3,2344,185,Yes,Yes
1265,4060,4,2,897,138,Yes,Yes
1266,3735,4,3,567,98,Yes,Yes
1267,10120,16,4,1353,212,Yes,Yes
1268,13214,1,3,2415,224,Yes,Yes
